review_id,review_comment_title,review_comment_message,review_score,product_category_name
2a79a4d7ec16eeb80e0ff177d051db34,,Não recebi o produto liquid koolbloom,1,ferramentas_jardim
f99ff17e430a53efe61d359faa3b425e,PRODUTO COM DEFEITO,SOLICITEI DEVOLUÇÃO. PRODUTO COM DEFEITO,3,cama_mesa_banho
e0f22f5095fcf60e28abd7aed98dadea,,Muito bom,4,cama_mesa_banho
aee1f5bdfc0f44fd54ec0567f0dcf73d,Produto errado,Pedi um produto e veio outro ,1,beleza_saude
8538822c4c9eb266f02f91ff3b53e9fe,,Sempre cumpre os prazos de entregues,5,telefonia
61d37d0493b0a3f3bacd45fd91c21a76,,Funcionou perfeitamente no meu ar portatil springer 12.000 btus,5,informatica_acessorios
714b8f899b9e039e4fb59ff083935f67,,"Produto chegou quebrado, em uma avaliação inicial nos pareceu ser uma embalagem que não garante a integridade de um produto feito em vidro.",1,moveis_decoracao
a555fec0a2d54ccb104762e54f058603,,"Fiz um pedido de 4 itens, ele foi separado em 2 entregas. Só recebi 3 itens!!! ",2,perfumaria
d28dadae6398b459a81d87981cdd3d98,Não recebi o produto.,"O prazo de entrega era até dia 08/08/2018 e até agora dia 10/08/2018 não recebi o produto. 
Completamente insatisfeita.",1,papelaria
d2e01c5597d53456f703db053fa18c63,O ótimo,"Gostei muito da panela e do vendedor chegou no prazo
",5,utilidades_domesticas
1bbfd50bad517dbeb993926d510272b5,Ótimo,Ótimo,5,automotivo
aed38a2c5cc4f1e9d707556d60db0289,,fiquei muito satisfeita o produto e bom excelente qualidade ... ficou lindo no quarto de meu filho .,5,moveis_decoracao
3440af42822145c52b3008af14b98ea1,,"Não vem com nota fiscal, porquê???",3,telefonia_fixa
385a950b97d99b4f95d6196ef8b4f1c8,,Produto de qualidade. ,3,cama_mesa_banho
e92a1612d8dcd014217178bd28cc54b2,"ótimo,super recomendo",comprometimento com o cliente,5,informatica_acessorios
f57ff1aec07193a06f4fc055cc660091,Boa loja,Bom ,4,esporte_lazer
635b498c97e573f64911343026d14018,Otimo,Produto de excelente qualidade.,5,beleza_saude
5fbaf2d47b555b58748f5f7b9db01a7d,,A tinta da borda preta fica soltando na nossa mão bom que não saltar,2,moveis_decoracao
c82c423f93b5d4a9a2ac68c93a75fbfe,,"ótima qualidade,bom custo beneficio.",5,fraldas_higiene
0ae6b9f0a26a4300075e146a1dd38516,,Frete muito lento! ,2,relogios_presentes
f9c1a71690bf7288861804ece5383ea1,Não posso avaliar ainda,Não recebi o produto ainda,2,automotivo
8217b780a5ec285d426e1d6d07f38d5d,,bom produto,5,esporte_lazer
19910e37f2130c56f553edfbdc0c65fb,Ótimo custo x benefício,Produto chegou dentro do prazo. Veio conforme descrição e é excelente.,5,sinalizacao_e_seguranca
6a3b79897eba9ff0de829eb1570b98b3,falta de mercadoria,Esclareço que a entrega veio incompleta faltando 01 capa de chuva. solicito providências.,3,automotivo
6a3b79897eba9ff0de829eb1570b98b3,falta de mercadoria,Esclareço que a entrega veio incompleta faltando 01 capa de chuva. solicito providências.,3,automotivo
7ecb82e62756c3a6b40c9db6a00b9b9d,RECOMENDO ,"RELOGIO LINDO ,POREM ELE É PEQUENO ,ESTOU ACOSTUMADA COM RELOGIOS TIPO FAUSTAO RS ,MAS ESSE BEM LEVE ,SÓ QUE VEIO CAIXA DE PAPEL BEM INFERIOR POR SER CASIO ",4,relogios_presentes
4be0fcb2fc18e0da288ad4f45c38059e,,Recomendo!!,5,fashion_bolsas_e_acessorios
10f62fdeea5332995b98c326bc9a9ee4,,.,5,cama_mesa_banho
77e0edd9f898d8667be3a63d802c1021,,Tudo ok,5,ferramentas_jardim
28838057a89892189cccbde97e7d80ca,,Entrega muito rápida.,4,informatica_acessorios
16561345af89c9e66c13a051f4f15d65,,O kit comprado tinha 8 módulos e só vieram 7. Mandei um e mail para o fornecedor e até agora não obtive resposta.,3,utilidades_domesticas
3ec19171c2fbc5c772128500ab374c58,gostei muito,"gostei, muito bonita.......",4,moveis_cozinha_area_de_servico_jantar_e_jardim
5fcfab15e41dec56d42c883a668635a3,ENTREGA DESASTROSA,"Comprei 2 (dois) Tablet Qbex Zupin TX120 7"" 4GB Dual Core Android 4.2 Preto e recebi apenas 1 (um). A nota fiscal apresenta 2 unidades, mas na caixa lacrada só havia 1 (um). Me considero roubado.",1,telefonia
5fcfab15e41dec56d42c883a668635a3,ENTREGA DESASTROSA,"Comprei 2 (dois) Tablet Qbex Zupin TX120 7"" 4GB Dual Core Android 4.2 Preto e recebi apenas 1 (um). A nota fiscal apresenta 2 unidades, mas na caixa lacrada só havia 1 (um). Me considero roubado.",1,telefonia
eb6d75bedecae7b3dbea11b8530637d8,,Excelente produto.,5,cama_mesa_banho
5bbe559187a5362158dbe3cda22b414b,Excelente,"Chegou bem antes do prazo, o relógio é lindo!",5,relogios_presentes
e6514bfb990b35522784418f8e227ae8,,Pedido ainda não foi totalmente entregue. Continuo aguardando pois ainda não expirou o prazo de entrega.,3,informatica_acessorios
e6514bfb990b35522784418f8e227ae8,,Pedido ainda não foi totalmente entregue. Continuo aguardando pois ainda não expirou o prazo de entrega.,3,informatica_acessorios
e6514bfb990b35522784418f8e227ae8,,Pedido ainda não foi totalmente entregue. Continuo aguardando pois ainda não expirou o prazo de entrega.,3,informatica_acessorios
e6514bfb990b35522784418f8e227ae8,,Pedido ainda não foi totalmente entregue. Continuo aguardando pois ainda não expirou o prazo de entrega.,3,informatica_acessorios
c97a9791ae651d85c75a27e9df56d7d1,Cartucho HP Genérico,Cartucho genérico sendo vendido como original.,1,informatica_acessorios
b022e14b537e9c64b16ef6b921556944,,"O produto atendeu a minha expectativa e me surpreendeu com brindes, pois recebi vários chaveiros do flamengo.",5,esporte_lazer
3f0b17a6e67885ab5eab4a07f5f71918,aguardando para avalia,Aguardando para avaliar ,2,construcao_ferramentas_iluminacao
c8ab2a6e0022e1db1f92e4bfeb57f724,,Loja recomenda ,5,beleza_saude
a5f8ba2a5bba6457fc5edfd182710120,,Entregue antes do prazo e material de boa qualidade... recomendo,5,eletronicos
4f611351fcbae81bdd205a9d1365e6cb,,Produto não é bom pois não faz nenhum efeito na sombrancelhas. Não recomendo,1,beleza_saude
dfe2c33bd61eb5ca78a8dea99d496357,,"É a primeira vez que faço compra pela internet, pois até então não me sentia seguro,pois alguns amigos que fizeram tiveram problemas para receber seus produtos, mas resolvi arriscar e deu certo",4,automotivo
41169625beb2255f7230003614931654,****,nada a declarar por enquanto.,4,cama_mesa_banho
042e7423077b3c5fb84b3c538bea47e0,,Produto cfe o anunciado! Entregue no prazo...,5,eletronicos
87e52dee894fbd86a88ebdc7509e7a1a,Loja é ótima,"Eu comprei umas cestas de vime, comprei 6, só que veio faltando uma tampa. Então não fiquei totalmente satisfeita! Mas o produto é muito bom!",3,utilidades_domesticas
6656126d5cd931d877987a2216a2b679,,A mercaduria nao fue recibida e nao te ligan para avisar da entrega. No app deles nao colocan a previsão de entrega. O que confunde muito.,1,climatizacao
a2937161bd6607b827771b6e47e9156e,Sim recomendo a loja,recebi o produto intacto,5,instrumentos_musicais
11f5075589083d80ba9698a5b8e3b85a,,tudo ok com produto e entrega,5,moveis_decoracao
e19f31db602ae8378c04a6d0608aa476,,"LOJA NÃO CONFIÁVEL, MEU PRODUTO NÃO FOI ENTREGUE.",1,telefonia
8556934ed866a436e1cbe64536234d7f,100%,Ótimo ,5,beleza_saude
4377f5b8083a562048accc7d6900973b,,"Capinha veste bem certinha, não atrapalha nos botões laterais, pois é bem maleável. A película não colou completamente.",5,telefonia
1b3107b34780f9287128e02c3b4022da,,Ótima entrega rápida excelente loja comprarei sempre .,5,pet_shop
1422561645d5ca46cdf7e2b37e162c0d,,quero saber o motivo de não ter sido entregue o produto - 2 pares de anjos de rede,3,construcao_ferramentas_jardim
1422561645d5ca46cdf7e2b37e162c0d,,quero saber o motivo de não ter sido entregue o produto - 2 pares de anjos de rede,3,construcao_ferramentas_jardim
87a89f5cf94cb9dc0f81ba2a41b547cf,,Obrigada ,5,esporte_lazer
6d946839ffedb9a14f413bae0c16749e,,Quadro muito Bonito. Fica perfeito em qualquer ambiente ,5,artes
c7ae6b7ce2981450a84ea641f5b64dc0,,"De qualidade e entrega antes do prazo.
Recomendo ",5,ferramentas_jardim
03dabf23ac64650aa26d2b9a13e8659c,,"A loja vendeu um produto falsificado. Ja fiz a solicitação de devolução do produto, porém ja faz 3 dias e não recebi o email das lannister para seguir com o processo de devolução, conforme orientado.",1,instrumentos_musicais
c67b0ab17e57b8d14d2ac80f69c79e2b,Parece ok,"Estou em obras e não abri os rolos para conferir, mas aparentemente está tudo certinho. ",5,moveis_decoracao
94d8730e5cc750ee619bc09794341c42,"Excelente, recomendo",Ótimo produto,5,relogios_presentes
7b207563e4dff6404c66d65997966b7c,"Produto lindo, delicado..","Lindo relógio, não é muito grande, ótimo pra quem tem o pulso fino como o meu.
A loja está de parabéns.. produto chegou bem antes do prazo.. e com uma surpresa!
Obrigada!!
",5,relogios_presentes
d74c41005aac6736c5c6582001800e9f,,"Otimo atendimento, produto entregue bem antes do prazo estipulado, mto bom.",4,perfumaria
54adef4b14a94b081b5b5e0606bee348,,"Eu tinha cancelada a compra, mas mesmo assim me entregaram",1,informatica_acessorios
3bf1853a5cc1c40ba2fc20bb37967e09,,Muito bom,5,
77701c0425c416ba088a7abb9a21ceb5,muito bom,mais rapido que ja vi,5,consoles_games
c5bb039b82c3df601921179000483ae9,,"produto conforme anuncio, aguardar quanto aos resultados",4,beleza_saude
6b2b6be95a8f710afbba4f3d8f6bd642,,"Amei produto mt bom, nao sao todos pinceis cerdas naturais mais a maioria eh. Adorei alta qualidade os pinceis to apaixonada ",5,perfumaria
9e96e374304db42a8aecd4a97d53cc1b,Super recomendado,Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.,5,casa_conforto
35389a78707cb7bc641456c5d19ecce0,,de qualidade,5,cama_mesa_banho
e0a8a3c6ad3e841b294a4aa387faad52,Muito bom,"Veio tudo certinho, eu super recomendo esse produto.chegou antes do previsto.
",5,automotivo
181558c031e9a0df40cee5e873eb379d,,"BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA.",3,moveis_decoracao
181558c031e9a0df40cee5e873eb379d,,"BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA.",3,moveis_decoracao
181558c031e9a0df40cee5e873eb379d,,"BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA.",3,moveis_decoracao
4fc2f7b9e0e4c5c672ff6de75d37ed4b,,"o prazo de entrega , muito antes . otimo, eu adorei. ",5,esporte_lazer
16b283e80d776c46baabf45eccabb112,Bom parceiro,Tudo certo recomendo,5,construcao_ferramentas_construcao
16b283e80d776c46baabf45eccabb112,Bom parceiro,Tudo certo recomendo,5,construcao_ferramentas_construcao
16b283e80d776c46baabf45eccabb112,Bom parceiro,Tudo certo recomendo,5,construcao_ferramentas_construcao
c84fd86b1e3ca4e8bcd4335f5e974160,,O produto chegou antes do prazo previsto.,5,livros_interesse_geral
446f85d6a0b245da5e2884422dbe73ef,,Entrega rápida e produto bem embalado.,5,perfumaria
4bdb9e462f7bae9ae8c44d3c3199aa58,Exelente!,"Olá ,obrigado o produto chegou em perfeito estado e muito antes do prazo previsto po vcs !!
Em breve voltarei para comprar outros produtos bem interessante para minha saude!!amei as amostras.",5,beleza_saude
dc4fd33dbfa1282912d78063b3cd1845,Falta de informação.,"Meu produto estava previsto para entrega em junho/18. Porém houve antecipação sem avisos do site e nem do correios. Por fim, tive q buscar meu produto, isso pq paguei o frete.",1,informatica_acessorios
43034dfac7869d277502be297f90dd4a,,Qualidade M.Boa,5,informatica_acessorios
28b8de03073719ee531b07a5fe97228d,Muito bom!,"Gente recebi meu relógio em 2 dias, muito rápido, o produto certinho, estou muito satisfeita.Recomendo!",5,relogios_presentes
2d1188a2d2ee61107412d6f175d8733d,,Lindo,5,cama_mesa_banho
2d1188a2d2ee61107412d6f175d8733d,,Lindo,5,cama_mesa_banho
eec429c543da485490673b4f1bcbe011,,O produto não veio,1,beleza_saude
8eac7eee5652b4d635d31fdbe99259ef,,"o produto que pedi não condiz com a foto, pior é enviar ao cliente uma borracha de vedaçao que vc entra com o valor de 3,00. É uma tiraçao ",1,utilidades_domesticas
d223527addf6e17b6978d2e9b982d26f,,Perfeito ,5,brinquedos
d10c5f0e60868ac9f491f8ff0f2cf2bb,,Tudo como esperado. Excelente.,5,relogios_presentes
e26900bd1096def98b829e0db23e9b3f,,Produto muito bom. ,5,eletronicos
51185d0df3927488308d31360c734f5a,,"vou avaliar quando receber meu outro produto.Comprei dois do mesmo e recebi um.Porttanto, não considero que o pedido foi entregue",1,ferramentas_jardim
51185d0df3927488308d31360c734f5a,,"vou avaliar quando receber meu outro produto.Comprei dois do mesmo e recebi um.Porttanto, não considero que o pedido foi entregue",1,ferramentas_jardim
6ff0c3b38706728bce8d7f1390fba9be,Recomendo,"O produto atendeu as minhas expectativas, recomendo aos interessados!",4,informatica_acessorios
644926b134945775fcc996aec98f3680,,Comprei um produto e veio faltando na entrega... ,3,consoles_games
78f1659c0d892c4913d8325e5db8124f,Super recomendo,"produto bem embalado, chegou antes do prazo e de ótima qualidade ",4,
a9f67d4d31e4a27dea57c4b8db68e1a6,,Não recebi o produto ainda.,2,automotivo
fcfc31341f9eb4b38ab788484d8e0401,,NÃO RECEBI O PEDIDO NO PRAZO E AINDA NEM RECEBI O PRODUTO UM DIA APÓS O PRAZO MÁXIMO.,1,
039ef96530dd7e9ce0910d86a129103f,,Recebi apenas 1 unidade e comprei 2. Tento ligar toda hora na lannister.com e não consigo. Já enviei reclamação e solicitação de resposta varias vezes sem retorno. ,1,cama_mesa_banho
039ef96530dd7e9ce0910d86a129103f,,Recebi apenas 1 unidade e comprei 2. Tento ligar toda hora na lannister.com e não consigo. Já enviei reclamação e solicitação de resposta varias vezes sem retorno. ,1,cama_mesa_banho
93611e0327d6a1769d1e68cf3caa242d,Produto não condiz ,"Produto comprado foi Moringa em cápsulas, a qual, já fazia uso porém de farmácia de manipulação local. Este que comprei agora não faz efeito algum.",2,beleza_saude
53480fc1b106eb1388c4dec15fd32c1f,,"Devido a greve dos correios, o produto ficou parado e não chegou no prazo previsto",4,informatica_acessorios
748bb9e62140cc4a7a3a6d871569451e,,Entrega bem antes do prazo extipulado,5,telefonia
05963dcfbde31057b421fcff02bb4da9,,"Entrega muito antes do previsão. Produto na validade legal e em perfeito estado. Excelente.
",5,informatica_acessorios
7f45121d39a6318dff3f2fef124e542a,,"Qualidade ruim, produto não é original.",1,utilidades_domesticas
1e62f9d5cf5ccb955bfee492ab431d59,,"Venho apenas um lustre, e eu comprei 2 fico no aguardo.",1,moveis_decoracao
